fingerprint,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
dorrisdeebrown FDAED15C98CFE7A416E5676F614254F78406105C,27900,27900,27900,26100,27700,26600,26600,26600,26600,26600,26600,26600,24200,26600,26600,24200,26600,24200,26900,26900,26900,24200,24200
dotfunc 4426AF5AB505FD322AE8EFCA650EE9446ED62E0A,1270,820,1080,820,820,820,820,820,820,820,820,820,820,926,926,820,926,860,926,926,926,926,926
dotplex A29D941BC26C27A083DC4779AF79B06C6387C7F0,22000,20400,22000,20300,22000,22000,22000,22000,22000,22000,22000,22000,17100,22000,22000,17100,22000,18000,19000,19000,22000,19000,19000
dousnior 4B4D7C727B603EF6777DC0BC3D169179CA977140,12500,12000,12200,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
doutreval CB4EBE9C475A60A5F2CDA92C83CE093BD945D940,8260,8200,8260,8200,8300,8300,8300,8300,8300,8300,8300,8300,8300,9100,9100,8600,9160,7600,7600,7600,9330,7600,7600
dpvvdt CE42D134E223C8209052AFDFC5344088ACBA928E,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
dragomir F7026246823C6322921F3AB87537EBB020AB01E5,213,170,213,170,213,213,224,224,224,224,224,224,170,140,140,170,140,170,170,170,193,193,193
dragonfly 5CBD45394573828291C8FE9780232FDFD0D202DF,2890,2900,2890,2890,2880,2880,2870,2870,2850,2850,2850,2850,2850,2850,2850,2850,2850,2860,2870,2880,2500,2500,2500
dragonhoard1 24A17A4C1FA8C2108ACDE3BE681B0731384BF3A5,30600,26000,30600,26000,26000,30300,30300,30200,30100,30200,30000,30000,26000,30000,30000,26000,30000,26000,26000,26000,30000,25000,25000
dragonhoard2 00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,37000,33000,38600,38300,37800,37700,37500,37500,37300,29000,29000,29000,29000,37300,37300,29000,37500,29000,23700,23800,29000,24000,24000
dragonhoard3 96B70F86B45623B4EC71E8E953DCD61A05D5BAAC,43400,41900,43400,41700,43000,42900,43000,42900,42800,43000,43000,43200,33000,44000,36400,33000,36500,33000,33000,33000,36900,33000,33000
dragonshorn 8C9D006DEBC52BDC636E78314BEC4717CCC436C9,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
dreamatorium 7DD29A65C370B86B5BE706EA3B1417745714C8AF,67000,66200,71000,66200,66200,66200,66200,66200,66200,66200,66200,66200,66200,68000,68000,66200,68000,66200,66200,66200,69000,66200,66200
dreamwriter B536B71A1F5599C39FC8B1915D2EBE3A0DEB1403,2290,2000,2290,2100,2000,2000,2000,2000,2000,1950,1950,1950,1950,1950,2630,2000,2630,2700,2400,2400,2760,2400,2400
dreggle 8E2B95CDF87B43B6BDF2A2FCE303B7E1AA429CC4,13300,13000,13300,13000,13000,13000,12800,12900,12900,13300,13300,13300,12900,11700,13700,13700,13700,10700,10700,10700,10700,10700,10700
drkhsh 1CDCB48F64E21D5ACAFE2471912E2E76F600EDFA,27400,27500,27300,27000,27000,30000,31000,31000,31000,31000,31000,31000,31000,32000,31900,31000,32500,31000,31000,31000,32900,31000,31000
drogo D6670FB54B21818CE7C13524AA003258B8E35D38,9120,7200,9080,6990,6930,6880,6880,6870,6870,6880,6900,6930,6940,7200,7200,6300,7200,6300,6300,6700,7200,6700,6700
dropsy C40EFD4137D356BC9ABBD25EA0D2150873FB8564,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,360,360
ds238928942 A8C073B1E3514A80C7615FE89FFB565F283E06DF,24,24,24,24,24,20,21,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23
dsier 6F06E35586E88EF78BDA698C62AC781EA8D80C4A,16000,16000,16000,16000,16000,16000,16800,17000,16700,16800,16800,16800,16800,16800,16800,16000,16000,15700,15800,15900,15900,16000,16000
dthpulse CBB5AE37E2927A915D70FA71572D2EA203F03E83,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,25200,25300,23000,25500,23000,23000,23000,27600,26000,26000
duat 5835654384EA7DB06B2581A3999730F15E51922F,450,380,450,380,380,380,380,380,380,380,380,380,380,450,450,425,440,425,450,450,648,450,450
duchin AF1F15819AC766D6508A2B05DA989E99AB511F9F,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2330,2330,2330,2430,2430,2330,2440,2360,2370,2460,2470,2400,2400
duckgo B9877C7A9EAD7439C186B6B4C2885612BA379874,6390,5000,6200,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6300,6300,5500,4830,4850,4850,4870,4870,4880,5630
dude2019 20CE7E9C49A748661E66C747C6E2109CEEAA5705,260,260,260,260,260,260,220,260,260,260,260,260,260,291,291,260,291,260,260,260,291,260,260
duhorg7 5D8297658AD038178C820E5D673A224829053737,170,170,160,160,160,160,160,160,160,160,160,160,160,160,160,160,210,210,210,210,242,242,242
duke 8F89078575FEE57675A922E9E088918F63AC750C,15000,15000,15000,15000,14000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
dune 383EBB4A99479DF9CD8BE5724E09B964F098E1BD,5050,5060,3840,3840,3830,3820,3810,4650,4640,4650,4660,4670,4900,5100,4680,3800,3800,3800,3800,3800,3800,3800,3800
dunnosomething 599A56FAB8E8AA8BB467AB730ADA1F123827E407,6200,5300,6200,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,6200,5300,4870,5300,4870,4800,4800,4870,3900,3900
dupa 1C04E53EC1EDF4395408A6E01AA0477CC8141B29,24000,21600,24000,21600,21600,21600,21000,21000,21000,21000,21000,21000,21000,24000,24000,21000,24000,18000,18000,18000,19500,18000,18000
durin 635B59D010BC227ACADD46B2A30B26E18C679F9C,93,93,93,93,94,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
dust2dust 9348E927CE287F35AE06F1F74C67B4D6BC766901,14800,14000,14800,14000,9900,14000,14000,14000,14000,14000,14000,14000,14000,14800,14800,14000,14800,14000,14000,14000,11500,9900,9900
dustsandstorm C8B34FC319E3301859FDBBC239337081302F898E,700,640,710,640,640,640,640,640,640,640,640,640,640,700,700,640,700,640,640,640,700,640,640
dutreuil 2F9AFDE43DC8E3F05803304C01BD3DBF329169AC,30000,28600,30000,28000,25100,25000,24900,24900,24800,24700,23900,23900,24000,28000,28000,24000,30000,24200,24300,24400,30000,24600,24700
dvorakftw C2B25596591E04E747A25D145E60ECDA4392C64D,267,190,267,170,170,170,170,170,170,170,170,170,170,190,209,190,209,209,209,209,209,209,209
dwarf43 FF8ABB353DB78255655E76CA34A51E3CE091A520,5000,4800,5000,4800,4800,4800,5000,5000,5000,5000,5000,5000,5000,5020,5030,5000,5070,5000,5000,5000,5140,5100,5100
dwarf44 68B8EE434507F73BC978EBF6C79F1D123A76D68D,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,5500,5510,5540,5570,5580,5600,5620,5650,5660
e3c16ybrNGKxV6w 4686810DCF45E1B46179FCF9CF2A622B8065CB9F,240,200,213,200,200,200,200,200,200,200,200,200,200,230,220,190,223,200,200,200,223,200,200
eGZxY3pr A149037B9C84BC62EB699D09F2DF96F25CBA4687,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20
eL5gMmiPbfmp ADC793D534AE0E39470968B101B31DE7804FB3C5,4870,5100,5080,5050,5040,5030,5030,5000,5000,5000,5000,5000,5000,5000,5000,5000,4810,4830,4860,4900,4920,4970,3810
easyrider 1DAC99ADA891A4C44311B4899FDD066633ED51A9,7010,6830,7000,6780,6760,6740,6750,6740,6720,6750,6760,6780,6790,6840,7550,6790,7570,6850,6860,6870,7650,6900,6900
ebola 375DCBB2DBD94E5263BC0C015F0C9E756669617E,7400,7400,7400,7400,7400,7400,7100,7100,7100,7100,7100,7100,7100,7400,7400,7100,7300,7100,7100,7100,7400,7100,7100
eceakwer 7BB270454AE6E545EA25463A017EE9A4052C9AB5,613,464,480,464,464,464,464,464,464,464,464,464,464,480,480,480,480,480,480,480,480,480,480
eclipse01 571D2AF598469348E442CABA755F344A58176CA7,19000,18000,19000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,19000,19000,18000,17000,18000,17000,17000,17000,17000,17000
eclipse02 69B53A5AE5025DA8947F7C32F69CA90375ED2A4E,19400,19000,19300,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,19100,19100,18000,19300,18000,16000,16000,19600,15000,15000
eclipse03 65F86FD8B92C3AC01887D86B2171E657D5C19F79,1200,1110,1110,1110,1090,1090,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980
eclipse04 EA6259917ADF4D47AD5D52E3576008D90C222D17,1600,1600,1580,1580,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1760,1580,1500,1500,1500,1580,1500,1500
eclipse05 DC26790B303AFF12256AF7D016BAA70C8A883450,2500,2400,2400,2400,2280,2270,2500,2500,2500,2500,2500,2500,2400,2480,2480,2480,2490,2500,2500,2500,2530,2400,2400
eclipse06 50F6216AD70E26B9FE70808380A1754BDF3DD0E5,2520,2600,2600,2600,2600,2580,2580,2580,2580,2580,2490,2500,2510,2600,2600,2510,2600,2530,2400,2500,2550,2500,2500
eclipse07 F4BABDAA5DA115DE122DE4158712D53D7450BC65,2890,2100,2900,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,3230,3230,2100,2930,2100,2100,2100,2690,2200,2200
eclipse08 EC9C4CDB403204731122C9D3FA44DFAE667DC82D,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,2200,2200,2200,2200,2200,2000,2000,2000,2230
eclipse09 9E198CC6DA30481F42E4A22E29E4A922C12F9F94,2430,2400,2440,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2410,2420,2420,2430,2440,2440
eclipse10 888C911023347F50CBE25738C893E357C2C92BA2,3960,3400,3650,3400,3400,3400,3400,3390,3380,3390,3400,3400,3400,3600,3600,3400,3600,3400,3400,3110,3120,3150,3150
eclipse11 E90F52D29788BD86B5C057EE23383467920FC175,2300,2300,2200,2200,2500,2500,2500,2500,2500,2500,2500,2500,2500,2700,2700,2500,2700,2500,2500,2500,2700,2350,2350
eclipse12 2DCEA7E830BB77C9B332EEB7C1501A5EE2BA0001,63,63,63,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,62,61,61,61,61
ecuasterces 042BCDF2D36D7AEE070E086DAD4B57F27B2F1143,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,400,400,404,390,390
eddie4nl C91DFF6AE45CFAA721E121342191C2687711F12F,5300,4600,5600,5300,5300,5200,5200,5200,5200,5200,5200,5200,5200,5600,5600,5200,5600,5200,5200,5200,5600,5200,5200
eddy 973607526BE9C8FDA03EBBAF527D67AE6FFD65DD,21000,17200,19000,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17500,17500,17200,17500,17200,17200,17200,17500,17000,17000
eden 160B5805A781D93390D4A2AE05EA9C5B438E7967,5350,6200,5370,6200,6200,6200,5320,5320,5290,5290,5290,5290,5290,5280,5280,5280,5290,5310,5220,5240,5250,5270,5270
edenDelroth 207AB36233C684A88C549ACF766A8D268CB4F796,361,361,361,361,361,361,361,361,387,387,387,387,387,387,387,387,387,387,387,400,501,400,400
edxred 7FF23E8D0AB99DA78C81D41E51A6E20EB84BFD69,264,220,264,220,220,220,220,220,220,220,220,220,220,264,264,220,264,220,220,220,264,220,220
eererwerwerwe 6A12100AC1D25EC6CF9FBA48752D46A7E0251BC4,79400,66000,79400,64700,64200,63600,63600,65000,65000,65000,65000,65000,65000,69700,69800,66000,70200,66000,66000,66000,76000,66000,66000
effilochures 949545960655C17A26F6525F67C554233CFE163F,665,490,665,490,490,490,490,560,560,560,560,560,560,641,641,560,641,560,560,560,641,560,560
effiorg1984 00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,15300,14700,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,17900,17900,15300,17900,15300,15300,15300,16300,14600,14600
effiorgoulu 742091486D04734C57D97BCEFB53D22ED0B77881,15000,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11600,11600,11600
eficommander 9195827EA4FDCFB7D0041D2C9FBE55AF5B1F3A3F,220,199,220,190,190,190,190,190,190,190,190,190,190,220,220,217,220,217,217,217,220,217,217
ehtejab 73CC65219889443C06E06A0B6D427B1FE1C37379,7410,7420,11300,11000,8260,8250,8220,8220,8170,8170,11000,11000,11000,11200,11200,11000,11300,11000,11300,8300,11400,8330,8340
eiais 1DC6E52ADB9FE4346CEFC05C6916D8B8F7F66D1C,17000,13000,17000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,17000,17000,13000,17000,13000,15000,15000,17000,15000,15000
eierschwammerl FEDF4998951A750D5D7974DF243035499E84882E,18000,17000,18000,17000,17000,17000,17000,17000,18000,18000,18000,18000,18000,19100,19200,18000,19300,18000,18000,18000,21000,18000,18000
eir 5D544F4055C6FD2F2F692D519CFA7A627D8D3903,7150,5900,7160,5900,5700,5400,5400,5400,5400,5400,5400,5400,5400,7710,7720,5400,7760,5400,4900,4900,5400,4500,4500
ekumen 9BA84E8C90083676F86C7427C8D105925F13716C,4500,4500,4500,4500,4500,4500,4500,4690,4360,4360,4360,4360,4470,4470,4470,4470,4470,4470,4470,4470,4470,4470,4470
el1teindustries B7B87E9CEEF85D3B7ED8AE44B3E22D188ECB2E6F,4100,4100,4100,4100,4100,4400,4400,4400,4400,4400,4300,4300,4300,4510,4510,4300,4510,4300,4300,4300,4510,4300,4300
elc4 6742B34E735C0DDD67B90920EF28819738B63EC0,3600,3430,3600,3380,3360,3340,3340,3340,3340,3340,3350,3360,3500,3690,3690,3100,3500,3000,3000,3500,3500,3380,3380
electricdreams2 DE531D0D83BEC94A86C8C3D821565E14F3E26D8F,640,640,640,640,640,640,640,640,640,640,671,671,671,671,671,671,671,671,671,671,671,600,600
electricdreams3 86BF32B606F1331AA4DD2095D549838AA1435545,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,543,543,543,543,543
electroncash 05C621B44EF6833889AE7B7E2A0B476569C47E37,290,240,290,250,250,250,250,290,290,290,290,290,290,357,357,280,357,290,290,290,357,240,240
elektrobier1 9171101E709ADE5881F5E2CA1100D4044B44263E,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
elektrobier2 3D615DEF97F387631F50201FAFA6E7B67FDF3FEF,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17000,17000,17000,17000,17000,17000,17000,17000,17000
elguaposghost 17CC4D25E33993D011CDA6E68806435FFFD2E6C7,4120,4120,4120,4110,4090,4460,4470,4460,4450,4460,4470,4490,4490,5450,5450,5450,5470,5490,5490,5510,5530,5600,5600
ellenatfims AC70CEFB88D8508C7A77E4E49C6C30CC38800BF4,88,88,88,189,189,189,189,189,189,189,189,189,189,189,656,656,656,1160,1160,1160,1160,1160,1160
else 5EC428F66B4C1E6715E53457ABA91951C73E3D8E,5540,5200,5540,5200,5200,5200,5480,5200,5120,5110,5110,5120,5110,5600,5610,5110,5660,5140,5140,5160,5610,4700,4700
eludemailrelay 768B488AE2C61B6FA837E3AB8DB7601E1A0B8492,17500,16000,17500,16000,16000,16000,15000,15000,15000,18600,18600,15000,15000,18600,18600,15000,18600,16000,16000,16000,18600,16000,16000
eludemailrelay DCC6C70E8F4340CBD633F506BC9E7D99818601D9,16700,16000,16700,16000,16700,17000,17000,17000,17000,17000,17300,17300,18000,19800,19800,18000,19800,18000,18000,18000,18000,18000,18000
emmentaler D734E137DD5362D5068AE3E0211EB297B76C1615,1840,1400,1840,1400,1400,1400,1400,1710,1710,1710,1380,1380,1380,1380,1380,1380,1710,1710,1710,1710,1710,1710,1710
emubeard 7B6CAD1A623979F0CE86FC142E3C2EBB26FBF399,421,330,421,310,310,310,310,330,330,330,330,330,330,438,438,330,438,360,358,358,358,358,358
endif D1B48623DF829DC00FB80D1EB53DA9337C5D68E9,85,85,85,85,85,85,85,85,85,89,89,89,89,89,89,89,89,89,89,89,89,89,89
endthefed C056D9887C999E8D9DB43CF300E1F73A7E0D1D74,2000,1500,2000,1500,1500,1500,1500,1500,1500,1600,1600,1600,1600,2380,2380,1600,2380,1600,1600,1600,2380,1600,1600
endurcissent 21014C8A0D9806B853203EF1137BD2E20E69D5D7,830,800,830,800,800,800,800,800,700,700,700,700,700,830,830,700,830,700,700,700,830,700,700
enfewuzeh 08C6EED76C8938B738316A34AA2923C432EC05B1,901,620,949,620,620,620,620,620,620,620,620,620,620,795,795,620,795,620,620,620,795,620,620
engee 903044B185D293317A0CB4E7EB7FF898B076E3CB,11500,9200,11500,9200,9200,9200,9200,9200,9200,9200,9100,9100,9100,11800,11800,9200,11800,9900,9900,9900,11800,9900,9900
enif FF60B3FC9A186E398846E095AC378B13EC8094FD,4900,4700,4900,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4380,5090,4700,5120,4700,4700,4700,5210,4700,4700
ephemer4 B340E3BA587E36462D8DE44DAE0F7CAB6748F064,4100,3800,4090,3800,3800,3800,3800,3800,3500,3500,3500,3500,3500,3800,3800,3500,3800,3700,3700,3750,4100,3770,3760
ephemera 2F26D43258285FEB39E4320888DFAFA8A0D20E11,24900,24600,24900,24400,24300,24300,24300,24300,24200,24300,24300,24400,24400,24900,26000,24500,26100,24700,24800,24900,26600,25100,25100
epsylonhost E5881C8B46052F2975B8FC1C84B7CC06070EFDA8,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24
equipment 4DCBC216DEA26D0250A5B5B0C683AC7531509299,62,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,77,78,78,78,78,78
erbridge 50A43978324BB57E849EA3DC67B6B487CBA08CE6,1180,1180,1180,1180,1180,1180,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1000,1000,1000,1000
erbse C282248597D1C8522A2A7525E61C8B77BBC37614,104000,97000,104000,96000,96000,97000,95100,95100,95100,104000,104000,104000,104000,113000,113000,104000,113000,97900,97900,97900,112000,110000,110000
erdapfel 9661AC95717798884F3E3727D360DD98D66727CC,120000,107000,120000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,118000,118000,107000,118000,100000,100000,100000,111000,100000,100000
erwinsrelay BF1A775B7282EC31FCAF8E38FC93D1FEC443A566,1500,1500,1500,1500,1570,1570,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
esambayev B1D56058C14DED9A32A131CF48877DE5E48C440E,8860,8000,8200,8000,7700,7700,8000,8000,8000,8000,8000,8000,8000,8100,8200,8000,8200,8000,8000,8200,9610,8100,8200
eskel B20F089A94902EB43F77626D4F4D17AC888B8A19,3400,2900,3400,2900,2900,2900,2900,2900,2900,2900,3100,3100,3100,3400,3400,3270,3400,3270,3270,3270,3400,3270,3100
esko 23DC295D771D51DA981008D1B9702A03C64488D8,325,250,325,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,245
espinoza 81A5B02C2CBE22A8470FBF6EEEEE57D5464AAF98,1700,1700,1700,1700,1700,1700,1680,1700,1700,1700,1700,1700,1700,1900,1900,1700,1900,1700,1700,1700,1900,1700,1700
estrade 4EA381A1CAF4422C14201B4BF799039942A97FFD,244,190,244,190,190,190,190,190,190,190,190,190,190,238,238,190,238,190,190,190,257,190,190
estrellaobscura 16F9D7841B7E0F46F491D94EEAE7E4015297494A,11,11,11,11,11,11,11,11,11,11,11,11,16,21,21,16,21,16,16,16,21,16,16
etam 68FFA5E36B952576F934E0C0942F3E67B2FD2115,983,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
ethergeist 53412DCC555335B400DB72750ED0BE08D034D779,4300,3500,4300,4280,4300,4300,4300,4300,4300,4300,4300,4300,3600,4800,3990,3600,4020,3600,3600,3600,4080,3600,3600
etin 1EDE36198865B97C22D94D94E4097C8BE963C33F,5400,5500,4800,4850,4830,4800,4800,4800,4800,4800,4800,4820,4820,4300,4300,4300,4080,4100,4100,4110,4100,4120,4120
etnx01 8A8E49FA3D1710DC635606D8B37C124B4871016D,13000,11800,13000,11700,11600,11600,11600,11600,11600,11600,11600,11700,11000,11700,11700,11000,11700,11000,11000,11000,11000,11000,11000
eunyeunrouting 82D544A72A107E4192A3CA1D649A696EB1FD02A5,144000,120000,144000,120000,120000,120000,126000,126000,125000,125000,125000,125000,125000,143000,143000,110000,126000,110000,110000,110000,111000,110000,105000
evudalhessempos 81A1D777C023EBB1DEE9E7FA8735629BA8F7497C,19000,18200,19000,18100,16400,16400,16300,16300,16300,16300,16300,16400,16400,19000,19000,16400,19000,16600,16700,16700,21000,16900,16900
exhibitor A93FAF92BF46D49508A0ADF7733D430A67EB5A87,36,34,36,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36
exit4you A14B1F02C754A57CD7C7A4109945E1E38E64F534,14800,14800,14800,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,16000,15000,16000,15000,15000,15000,16000,15000,15000
explodingkittens 400E6CF4742856132DDC6570D65B36CEAE726A77,57,56,58,56,56,56,56,56,56,56,56,56,56,60,60,56,60,56,56,56,60,56,56
externet EC35C4C7ABDF58E3ED1978410922152C49A98E57,2530,2000,2530,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2530,2530,2100,2530,2100,2100,2100,2530,2100,2100
extrastarch 05499507DA8B381370E0858A784C3AFE13DC927F,56400,46900,56400,46900,46900,46900,46900,46900,41000,41000,41000,41000,41000,51100,51100,41000,54900,41000,41000,41000,54900,41000,41000
eyedideditheconfig 64B5967FA7E0F737185C27A91BF1CF074304963E,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,810
f BDB3DA82EE2A04D5CE6E57FEC0A55A57443536BF,396,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
f095 9589DA4C81610F9EF944C9A9345607F89B6F3680,2000,1900,2000,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,2000,1900,1900,1900,1900,1900,1900,1900,1800,1800
f095 E93E664D27E42A3B215241730A68C085E2BEC9D1,55,55,55,54,54,54,54,55,55,54,54,54,54,54,54,54,54,54,55,55,54,54,54
fairtorrelay FCC6551FFE02520125242F30C7811FCD3DA7244E,5900,7500,7400,7500,8390,8340,8340,8320,8330,8340,8350,8380,8380,8400,8420,8450,8480,8500,8540,8580,8620,8690,7500
fak3Relay D7829A21726220AF77401BE5B2B132963A0BE82B,24000,21200,23000,21100,21000,21000,21000,23000,23000,23000,23000,23000,23000,23900,24000,19000,24200,19000,18500,18600,18700,18800,18800
fakename 795790C25BDE834B836EA54DD96DB2610829573B,20600,17200,20500,18300,18200,18100,18000,18000,18000,18000,18000,18000,18000,17900,17900,17900,18000,18000,18000,18300,24000,18400,18000
falared 7EB91FDB68EAD3A13808D9356DA82605773215F5,17200,14400,17200,14300,17100,17000,16900,16900,18100,18300,18300,16400,16400,18300,18300,16400,18400,16600,16700,16700,18700,16900,16900
fancyorguk01 4DAC4367E09033A742DB7DAEDD3EE8208DF63158,363,240,363,240,240,240,240,240,240,240,240,240,240,348,348,310,348,310,240,258,258,258,258
farroni 425E358E94FB53E7F11AF2D9AB60DE25F534BA1A,8520,8540,8520,8370,8310,8240,8240,8230,8230,8250,8260,8300,8310,8330,8360,8380,8430,8450,8510,8500,8620,8500,8500
fastlane 5B1F0DAF378A1FAFCFD5FA9CDC66D1023DC0276E,58000,53900,58000,53500,53300,53200,53300,53200,53000,53200,53300,53500,53600,55700,55700,46000,56000,46000,46000,46000,57100,46000,46000
fastoberargrelay D1AE7E838DF635EB1367F202B84946D73142CDAD,9400,9000,9300,9000,9000,9300,9300,9300,9300,9300,9300,9300,9300,9680,9680,9300,9750,9300,9300,8400,9300,8100,8100
fb7ok18 B34A34E1B206DBB9B6213FF70644B9306C9E7A12,4200,4000,4200,4000,4000,4000,4000,4000,4000,4000,4000,3800,3500,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
fd0b7f4bb1282c54e9c 637EC52A66C197C17541CCCEDCC61A8CD61F708C,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070
